"drugFix1" "drugFix2" "drugFix3" "drugFix4" "drugFix5" "drugFix6" "drugFix7" "alcConsq1" "alcConsq2" "alcConsq3" "alcConsq4" "alcConsq5" "alcConsq6" "alcConsq7" "alcFix1" "alcFix2" "alcFix3" "alcFix4" "alcFix5" "alcFix6" "alcFix7" "alcFix8" "alcFix9" "alcFix10" "aidFix1" "aidFix2" "aidFix3" "aidFix4" "aidFix5"
"5523" 6 4 7 2 3 1 5 2 3 7 4 5 6 1 1 2 NA NA 3 NA NA 4 5 NA 2 3 4 5 1
"5524" 1 3 4 5 2 6 7 3 2 7 5 4 6 1 2 1 NA NA NA NA NA 3 4 5 4 3 5 2 1
"5525" 1 4 5 7 2 3 6 3 2 4 5 6 7 1 1 NA NA 5 4 NA NA NA 2 3 3 2 4 5 1
"5526" 3 4 6 5 2 1 7 2 4 1 7 3 6 5 1 2 NA NA 5 NA NA NA 3 4 1 3 4 5 2
"5527" 3 2 1 5 6 7 4 1 7 6 4 5 3 2 1 2 5 NA NA NA NA 4 3 NA 3 4 5 2 1
"5528" 1 7 6 5 2 3 4 2 1 3 7 6 5 4 2 1 NA NA NA 3 NA NA 4 5 1 2 5 3 4
"5529" 6 5 1 2 3 7 4 4 5 1 6 2 7 3 1 NA 2 NA 5 NA NA 3 4 NA 3 4 2 1 5
"5530" 5 1 7 2 6 4 3 1 2 5 6 7 3 4 NA 3 2 NA 1 NA NA 4 NA 5 1 5 4 2 3
"5531" 3 2 7 1 6 4 5 1 2 6 7 4 5 3 1 NA 2 3 4 NA NA 5 NA NA 3 5 1 2 4
"5532" 4 6 5 1 2 7 3 1 2 6 7 3 4 5 NA 3 2 1 NA NA NA 4 NA 5 1 4 5 2 3
"5533" 2 1 7 5 6 3 4 2 3 1 7 6 5 4 3 NA 1 NA 2 NA NA 4 NA 5 1 4 5 2 3
"5534" 1 6 7 2 3 4 5 4 1 2 7 3 5 6 NA 1 NA NA 2 NA 3 4 5 NA 1 5 4 3 2
"5535" 2 6 5 3 4 1 7 1 2 4 7 5 3 6 4 1 2 NA NA 5 NA NA 3 NA 3 4 5 2 1
"5536" 5 1 2 3 6 4 7 2 3 1 5 7 6 4 NA NA NA NA 4 5 NA 2 1 3 4 3 5 2 1
"5537" 2 1 6 3 4 5 7 1 2 3 4 7 6 5 1 2 3 NA NA NA NA 4 5 NA 2 3 5 4 1
"5538" 4 6 3 5 7 2 1 3 2 1 6 7 4 5 4 1 NA NA 3 2 NA NA NA 5 4 3 2 5 1
"5539" 2 1 7 6 4 3 5 1 2 3 4 7 5 6 NA 1 2 NA 3 NA NA 4 5 NA 4 2 5 3 1
"5540" 4 3 7 6 1 5 2 3 2 1 4 5 7 6 5 1 NA NA 4 NA NA NA 3 2 2 3 5 4 1
"5541" 1 2 7 6 5 4 3 1 2 7 6 5 4 3 1 3 NA 2 4 NA 5 NA NA NA 1 2 5 4 3
"5542" 7 1 6 5 2 4 3 1 2 3 7 6 5 4 NA 1 2 NA 4 NA NA 3 5 NA 4 2 5 3 1
"5543" 6 1 7 3 4 5 2 2 1 3 5 6 4 7 3 1 2 NA NA NA NA 4 NA 5 2 1 4 5 3
"5544" 3 1 7 6 5 4 2 1 2 5 7 6 3 4 3 5 NA NA NA 4 NA NA 1 2 2 3 5 4 1
"5545" 4 1 5 7 3 6 2 1 2 3 4 5 6 7 4 1 2 5 3 NA NA NA NA NA 1 5 4 3 2
"5546" 1 4 7 6 2 5 3 5 1 4 6 7 2 3 1 NA 2 NA NA NA NA 3 4 5 1 5 4 2 3
"5547" 3 2 7 4 5 1 6 4 3 6 2 5 7 1 1 NA 2 NA 3 NA NA 4 5 NA 1 5 4 3 2
"5548" 2 3 5 4 6 1 7 2 1 3 7 6 4 5 1 NA 2 NA 3 4 NA 5 NA NA 1 5 4 3 2
"5549" 3 5 7 6 1 2 4 1 2 3 4 6 7 5 5 2 4 1 3 NA NA NA NA NA 2 3 5 4 1
"5550" 1 6 7 3 5 2 4 2 1 6 5 4 7 3 4 NA 1 3 2 NA NA NA 5 NA 1 5 4 2 3
"5551" 3 7 6 1 4 2 5 1 4 3 6 5 7 2 3 1 NA NA 2 NA NA 4 5 NA 1 3 4 5 2
"5552" 6 2 1 7 3 5 4 1 5 2 3 6 7 4 5 1 NA NA NA 4 NA NA 2 3 4 2 5 3 1
"5553" 4 2 7 3 6 1 5 2 1 4 5 6 7 3 NA 1 2 NA 3 NA NA NA 5 4 2 5 4 3 1
"5554" 6 7 1 2 5 4 3 1 3 4 7 5 6 2 3 1 NA NA NA NA NA 2 4 5 1 4 5 3 2
"5555" 7 4 3 2 6 1 5 2 4 3 7 6 5 1 1 NA 2 NA 5 NA NA 4 3 NA 2 4 5 3 1
"5556" 3 2 1 5 6 4 7 3 5 1 7 2 6 4 2 1 4 NA 5 NA NA NA 3 NA 2 3 5 4 1
"5557" 5 7 1 6 3 4 2 6 1 4 3 7 5 2 4 NA 5 NA NA 2 1 NA NA 3 5 1 2 4 3
"5558" 5 2 7 1 6 3 4 1 2 5 3 6 7 4 2 1 NA NA NA NA NA 3 4 5 3 5 4 2 1
"5559" 4 3 6 5 7 1 2 3 2 6 7 5 1 4 NA 1 2 NA 3 NA NA 4 NA 5 1 2 5 4 3
"5560" 2 1 5 6 7 3 4 1 2 5 6 4 3 7 5 2 1 NA 3 NA NA 4 NA NA 1 2 5 3 4
"5561" 3 1 4 5 7 6 2 1 3 4 6 5 2 7 NA 2 1 3 NA 4 NA 5 NA NA 4 2 5 1 3
"5562" 3 1 2 4 5 6 7 2 1 6 7 4 3 5 NA 1 NA 2 3 NA NA 4 5 NA 3 1 2 4 5
"5563" 5 2 1 3 6 7 4 2 1 6 7 3 4 5 NA 1 NA 2 3 4 NA NA 5 NA 5 1 2 3 4
"5564" 7 1 3 4 2 6 5 2 1 5 6 3 4 7 NA 1 NA 2 5 3 NA NA 4 NA 2 1 3 4 5
"5565" 6 2 1 7 3 5 4 2 1 5 4 7 3 6 NA 1 NA 2 5 3 NA NA 4 NA 3 1 2 4 5
"5566" 7 1 2 6 5 4 3 2 1 3 4 6 5 7 5 1 NA NA NA 2 NA 3 4 NA 2 1 4 3 5
"5567" 7 1 2 3 4 6 5 2 1 6 7 3 4 5 NA 1 NA 2 4 3 NA NA 5 NA 2 1 3 4 5
"5568" 4 2 3 7 6 5 1 2 1 4 3 5 6 7 NA 1 2 5 3 4 NA NA NA NA 1 4 5 2 3
"5569" 3 1 2 7 6 5 4 2 1 6 7 3 4 5 NA 1 NA 2 4 3 NA 5 NA NA 2 1 3 4 5
"5570" 3 6 7 1 5 4 2 2 1 4 6 3 5 7 NA 1 NA NA 2 5 NA NA 3 4 3 5 1 2 4
"5571" 3 1 2 7 4 5 6 1 4 3 7 5 6 2 NA 3 2 1 NA NA NA 4 5 NA 2 1 5 4 3
"5572" 1 6 7 5 4 2 3 1 2 3 5 4 7 6 1 NA 2 3 4 NA NA 5 NA NA 1 4 5 3 2
"5573" 5 2 3 6 7 1 4 2 3 4 5 6 7 1 5 1 4 3 2 NA NA NA NA NA 4 3 5 2 1
"5574" 5 2 6 3 7 1 4 3 2 1 4 5 6 7 3 1 NA NA 2 4 NA 5 NA NA 4 3 5 2 1
"5575" 1 4 6 2 5 3 7 1 4 5 6 2 7 3 NA 2 5 1 3 NA NA 4 NA NA 3 4 5 2 1
"5576" 2 4 5 6 7 1 3 1 6 2 7 3 4 5 2 3 1 NA 4 5 NA NA NA NA 1 4 2 3 5
"5577" 2 6 7 5 4 1 3 1 2 6 7 5 4 3 4 1 NA NA NA NA NA 3 5 2 1 5 4 2 3
"5578" 7 2 3 4 5 6 1 1 4 3 7 2 5 6 NA 1 3 NA 2 5 NA 4 NA NA 3 4 2 1 5
"5579" 1 3 5 6 7 4 2 6 2 3 4 5 7 1 NA NA NA NA 2 1 NA 3 4 5 1 3 5 2 4
"5580" 2 3 5 6 7 4 1 6 3 1 4 5 7 2 NA NA NA NA 2 1 NA 4 3 5 1 2 5 3 4
"5581" 2 4 5 6 7 3 1 6 2 1 4 5 7 3 NA NA NA NA 2 1 NA 5 3 4 1 2 5 4 3
"5582" 2 7 6 4 5 3 1 7 2 1 5 6 4 3 1 NA 4 5 3 2 NA NA NA NA 1 3 5 4 2
"5583" 2 5 6 4 7 3 1 7 2 1 6 5 4 3 1 NA 2 5 3 4 NA NA NA NA 1 2 5 4 3
"5584" 1 2 6 7 5 4 3 2 1 3 5 4 6 7 2 1 3 4 NA NA NA 5 NA NA 1 5 4 3 2
"5585" 2 1 7 6 5 3 4 2 1 3 4 6 5 7 2 3 4 NA NA NA NA NA 1 5 2 3 5 4 1
"5586" 1 2 5 6 3 4 7 2 1 4 7 5 3 6 1 2 NA NA NA NA NA 5 3 4 2 5 3 4 1
"5587" 2 1 NA 3 6 4 5 2 1 3 5 4 6 7 1 2 3 4 NA NA NA 5 NA NA 2 4 5 3 1
"5588" 1 2 4 6 5 3 7 1 2 3 5 4 6 7 2 1 NA 3 NA NA NA 4 NA 5 3 5 4 2 1
"5589" 2 1 6 3 4 5 7 2 1 3 4 5 6 7 1 2 3 4 NA NA NA NA NA 5 1 5 4 3 2
"5590" 1 4 5 6 2 7 3 1 2 3 4 5 7 6 1 4 NA NA NA NA NA 5 2 3 2 5 3 4 1
"5591" 1 6 7 3 5 2 4 4 1 3 5 7 6 2 4 5 1 NA 2 NA NA 3 NA NA 2 1 5 3 4
"5592" 5 6 7 3 2 1 4 2 3 1 6 7 4 5 3 2 NA NA 5 NA NA 4 1 NA 2 5 4 3 1
"5593" 2 6 5 3 4 1 7 2 1 6 4 7 3 5 1 3 2 NA NA NA NA 4 5 NA 2 5 4 3 1
"5594" 4 7 6 5 1 2 3 1 2 6 7 3 4 5 3 2 4 NA 5 NA NA NA 1 NA 2 4 5 3 1
"5595" 4 1 2 3 5 6 7 1 2 5 7 6 3 4 2 1 3 NA 4 NA NA NA 5 NA 2 4 5 3 1
"5596" 4 2 5 6 7 1 3 1 2 5 4 7 6 3 1 NA 2 NA 3 4 NA 5 NA NA 5 4 2 3 1
"5597" 3 6 7 4 2 1 5 4 5 1 7 6 2 3 NA NA NA 5 NA 4 NA 2 1 3 2 5 4 3 1
"5598" 6 4 5 3 1 2 7 6 1 3 7 4 2 5 NA 1 3 2 4 5 NA NA NA NA 2 4 5 3 1
"5599" 6 1 3 5 4 7 2 1 2 4 7 5 6 3 5 1 NA NA 2 4 NA NA NA 3 4 3 5 2 1
"5600" 5 1 7 4 2 3 6 1 2 3 6 7 4 5 4 1 NA NA 2 NA NA 3 NA 5 2 3 4 5 1
"5601" 1 4 2 5 7 6 3 1 2 7 6 4 5 3 2 1 NA NA 4 3 NA NA 5 NA 1 2 5 3 4
"5602" 2 3 1 6 7 4 5 5 4 2 6 1 7 3 5 1 2 NA 3 NA NA NA NA 4 3 2 4 5 1
"5603" 2 7 1 6 4 3 5 2 3 5 4 6 7 1 3 4 NA NA 5 NA NA 1 NA 2 2 1 5 4 3
"5604" 3 4 1 5 6 2 7 3 4 1 7 6 2 5 4 3 2 NA 1 NA NA 5 NA NA 2 3 5 4 1
"5605" 7 4 3 6 1 5 2 2 1 3 6 4 5 7 4 1 2 3 5 NA NA NA NA NA 5 4 1 3 2
"5606" 4 3 6 2 5 7 1 3 1 2 5 6 7 4 NA 4 NA NA 5 NA NA 1 3 2 1 5 3 4 2
"5607" 4 6 7 5 3 2 1 1 4 3 6 2 5 7 NA 3 5 NA 2 NA NA 1 4 NA 3 4 5 2 1
"5608" 3 2 5 4 7 1 6 2 3 4 5 7 6 1 2 4 NA NA 1 NA NA 5 NA 3 2 4 5 3 1
"5609" 7 2 5 6 3 4 1 4 3 2 5 6 7 1 NA NA 1 5 2 NA NA 3 4 NA 3 2 5 4 1
"5610" 1 6 4 7 2 5 3 1 3 4 5 7 6 2 3 1 2 NA 4 NA NA 5 NA NA 2 4 5 3 1
"5611" 4 2 7 6 5 1 3 1 5 2 7 3 4 6 3 NA 2 1 4 NA NA NA 5 NA 1 4 5 3 2
"5612" 1 6 7 4 3 2 5 1 2 3 4 5 6 7 1 NA NA NA 5 2 NA 3 4 NA 2 4 5 3 1
"5613" 1 2 7 6 4 3 5 1 2 3 6 7 4 5 1 5 2 NA 3 NA NA NA NA 4 2 4 5 3 1
"5614" 3 6 7 2 5 1 4 4 3 6 2 5 7 1 1 NA 2 NA 4 3 NA 5 NA NA 1 5 3 4 2
"5615" 1 7 6 4 3 5 2 3 5 2 6 7 4 1 3 4 NA NA NA 5 NA NA 1 2 5 2 3 4 1
"5616" 2 1 7 5 6 4 3 3 1 6 5 7 2 4 2 NA 1 4 3 NA NA 5 NA NA 1 5 4 2 3
"5617" 5 4 3 7 2 1 6 1 2 6 7 4 5 3 2 1 NA 3 NA 5 NA 4 NA NA 5 2 3 4 1
"5618" 2 6 7 4 3 1 5 7 3 1 4 6 5 2 5 NA 1 2 3 NA NA NA 4 NA 3 5 1 4 2
"5619" 2 1 7 6 3 4 5 1 2 3 4 7 6 5 2 1 4 NA 3 NA NA 5 NA NA 2 5 4 3 1
"5620" 3 2 1 6 5 7 4 1 2 4 3 6 7 5 1 2 3 NA 4 NA NA 5 NA NA 2 3 5 4 1
"5621" 3 1 7 4 6 2 5 1 6 2 4 5 7 3 1 NA 4 2 3 NA NA 5 NA NA 2 5 4 3 1
"5622" 1 2 6 3 5 4 7 1 3 5 6 7 2 4 NA 3 2 1 4 5 NA NA NA NA 2 3 4 5 1
"5623" 1 2 3 4 5 6 7 1 2 3 4 5 6 7 NA 1 3 2 NA NA NA 4 5 NA 2 3 5 4 1
"5624" 3 4 7 6 5 1 2 1 3 6 5 7 4 2 2 NA 1 NA 3 NA 4 NA 5 NA 1 4 3 5 2
"5625" 1 2 3 4 7 5 6 7 4 3 2 5 6 1 2 1 3 4 5 NA NA NA NA NA 4 3 5 1 2
"5626" 1 3 7 4 5 2 6 1 2 5 6 4 7 3 1 5 NA NA NA NA NA 2 4 3 1 5 4 3 2
"5627" 3 1 6 4 5 2 7 1 2 5 4 3 7 6 2 1 NA NA NA NA NA 3 NA 4 2 1 5 4 3
"5628" 2 1 3 7 6 4 5 2 1 3 6 4 5 7 NA 3 2 1 4 5 NA NA NA NA 1 2 3 4 5
"5629" 5 2 1 6 7 3 4 1 2 7 6 3 4 5 NA NA 3 NA NA 2 NA 1 4 5 4 5 3 2 1
"5630" 5 2 6 3 4 1 7 2 1 3 7 4 5 6 2 NA 1 NA 4 NA NA 5 3 NA 4 1 5 2 3
"5631" 3 2 4 5 7 1 6 3 2 4 5 7 1 6 3 1 2 NA 4 5 NA NA NA NA 1 3 4 5 2
"5632" 2 4 5 7 3 1 6 5 3 1 6 7 2 4 1 2 3 NA 5 NA NA 4 NA NA 1 5 4 3 2
"5633" 2 1 7 3 4 5 6 2 1 3 7 4 6 5 1 3 2 NA NA NA NA 4 5 NA 1 4 5 3 2
"5634" 6 1 5 2 4 3 7 1 2 3 4 5 6 7 NA 1 2 NA NA 4 NA NA 5 3 2 3 5 4 1
"5635" 4 2 7 1 5 6 3 1 2 3 4 5 7 6 5 NA NA NA 1 NA NA 2 3 4 5 4 3 1 2
"5636" 1 3 7 5 4 2 6 2 1 4 5 7 3 6 1 NA 2 3 4 5 NA NA NA NA 1 4 5 3 2
"5637" 4 2 6 3 5 1 7 1 2 3 7 6 4 5 2 1 5 NA 3 NA NA 4 NA NA 2 4 5 3 1
"5638" 2 3 1 6 7 4 5 2 1 4 5 7 3 6 NA 3 NA 1 2 4 5 NA NA NA 1 4 5 2 3
"5639" 3 2 4 5 1 7 6 2 1 4 5 6 3 7 2 1 4 NA 5 NA NA 3 NA NA 3 2 4 5 1
"5640" 5 4 7 3 2 1 6 1 5 4 6 2 3 7 NA NA 3 5 4 NA NA 2 1 NA 1 3 5 4 2
"5641" 2 5 4 3 7 1 6 3 2 4 5 7 6 1 2 3 NA NA NA NA NA 5 1 4 2 4 5 3 1
"5642" 3 1 2 6 5 4 7 3 1 4 2 7 6 5 3 4 NA NA 1 2 NA NA NA 5 4 3 2 1 5
"5643" 7 1 4 6 2 3 5 1 2 5 6 7 3 4 5 4 NA 3 1 NA NA NA 2 NA 4 1 5 3 2
"5644" 5 2 3 6 4 1 7 1 5 4 7 6 3 2 4 3 NA NA NA 1 NA NA 2 5 3 1 5 4 2
"5645" 2 7 4 5 1 6 3 2 1 4 6 5 7 3 1 NA 2 3 NA NA NA 4 5 NA 1 5 3 4 2
"5646" 2 1 7 3 5 4 6 2 1 3 5 4 7 6 1 5 2 NA 3 NA NA NA 4 NA 3 4 5 2 1
"5647" 4 3 7 5 6 1 2 1 2 4 7 5 6 3 4 1 3 NA 2 NA NA 5 NA NA 4 5 1 3 2
"5648" 3 1 4 6 7 2 5 2 1 3 7 6 4 5 1 2 3 5 NA 4 NA NA NA NA 1 4 2 3 5
"5649" 2 3 6 5 7 1 4 1 5 4 7 6 2 3 2 3 1 NA 5 NA NA 4 NA NA 3 4 2 1 5
"5650" 1 6 7 2 3 4 5 1 2 7 5 6 3 4 1 NA 2 4 3 NA NA NA NA NA 4 5 3 2 1
"5651" 2 6 7 1 4 5 3 1 2 4 5 7 6 3 NA NA 4 1 NA NA NA 3 5 2 1 4 5 2 3
"5652" 3 5 4 1 6 2 7 1 4 2 5 3 6 7 3 NA 2 1 4 NA NA 5 NA NA 3 4 5 2 1
"5653" 7 5 6 2 3 1 4 1 3 4 6 7 5 2 NA 1 4 5 NA NA NA 3 2 NA 4 5 3 2 1
"5654" 2 1 7 5 4 6 3 3 1 5 6 7 2 4 4 1 3 NA 2 5 NA NA NA NA 2 5 4 3 1
"5655" 1 2 4 5 6 3 7 1 2 5 6 4 3 7 4 1 3 NA 2 5 NA NA NA NA 3 4 5 2 1
"5656" 2 4 5 6 7 3 1 1 3 2 5 7 6 4 NA 3 2 NA 1 NA NA 4 5 NA 1 3 5 2 4
"5657" 4 2 7 5 6 3 1 3 1 4 7 2 6 5 5 NA NA 4 2 NA NA 1 NA 3 3 5 1 2 4
"5658" 1 5 7 6 4 2 3 2 1 3 7 5 6 4 3 1 2 NA 4 5 NA NA NA NA 2 5 4 3 1
"5659" 4 1 2 3 5 6 7 1 3 2 5 4 7 6 3 1 NA NA 2 NA NA 4 5 NA 1 5 4 3 2
"5660" 3 1 2 5 4 6 7 1 2 4 6 3 5 7 NA 1 3 NA 5 NA NA 2 NA 4 1 2 5 3 4
"5661" 5 4 7 1 2 3 6 1 3 2 7 4 5 6 4 NA 5 NA NA NA NA 1 2 3 3 5 4 1 2
"5662" 4 1 7 3 2 5 6 1 2 4 5 7 6 3 3 1 2 NA 4 NA NA 5 NA NA 1 5 3 4 2
"5663" 2 1 6 7 3 5 4 2 1 3 7 4 5 6 NA 1 2 NA 4 NA NA 5 NA 3 3 4 5 2 1
"5664" 4 2 3 6 7 1 5 1 2 4 6 7 3 5 5 1 NA 4 3 NA NA NA 2 NA 2 4 3 5 1
"5665" 4 1 5 2 6 3 7 2 1 3 7 4 5 6 NA 2 1 5 3 NA NA NA NA 4 4 1 2 3 5
"5666" 1 5 7 2 6 3 4 5 7 3 2 1 6 4 NA NA 2 1 3 NA NA 4 NA 5 3 4 5 2 1
"5667" 1 3 6 5 4 2 7 2 3 1 4 5 7 6 2 3 4 NA 1 NA NA NA 5 NA 3 2 5 4 1
"5668" 1 5 2 7 3 4 6 1 2 3 5 6 4 7 NA 5 4 NA NA NA NA 3 1 2 1 4 5 2 3
"5669" 6 5 7 4 2 1 3 3 4 2 5 7 6 1 3 4 5 NA 2 NA NA NA NA 1 3 4 5 2 1
"5670" 6 1 7 4 5 3 2 1 2 4 5 7 3 6 NA 2 1 NA 3 4 NA 5 NA NA 2 3 4 5 1
"5671" 7 1 6 2 5 3 4 1 2 4 7 5 6 3 4 3 2 NA 5 NA NA 1 NA NA 4 5 1 2 3
"5672" 1 5 3 6 4 2 7 2 1 6 7 4 5 3 2 NA 1 3 4 NA NA 5 NA NA 1 3 5 4 2
"5673" 2 5 7 6 4 1 3 2 1 3 6 7 4 5 1 2 3 NA 4 NA NA NA 5 NA 1 3 5 4 2
"5674" 1 4 6 2 7 5 3 1 2 5 6 3 4 7 NA 2 1 3 NA NA NA NA 5 4 2 3 5 4 1
"5675" 7 3 1 5 6 4 2 5 1 2 7 3 6 4 NA 1 NA 2 3 NA NA 4 NA 5 2 3 5 4 1
"5676" 2 4 5 3 7 1 6 2 1 5 3 6 7 4 4 1 NA NA NA NA NA 2 5 3 4 2 1 5 3
"5677" 4 2 1 6 3 5 7 2 3 1 7 5 6 4 2 3 4 5 1 NA NA NA NA NA 3 4 5 1 2
"5678" 4 1 5 6 7 2 3 1 2 6 7 3 4 5 NA 1 NA NA 2 NA 5 3 NA 4 3 4 2 1 5
"5679" 3 1 4 7 5 2 6 2 1 5 6 7 3 4 4 1 NA NA 2 NA NA 3 NA 5 5 3 2 4 1
"5680" 3 2 7 4 6 1 5 1 6 3 4 2 7 5 2 NA 1 3 4 NA NA 5 NA NA 1 4 5 3 2
"5681" 7 1 6 3 2 4 5 2 1 4 5 6 3 7 NA 3 1 NA 2 NA NA 4 5 NA 3 4 5 2 1
"5682" 7 1 4 5 6 3 2 2 5 7 4 1 6 3 NA 2 NA 1 4 5 NA 3 NA NA 1 4 5 2 3
"5683" 7 1 2 3 4 5 6 2 1 5 6 7 4 3 1 NA 2 NA 3 4 NA NA 5 NA 2 3 4 5 1
"5684" 5 1 2 7 6 3 4 5 4 7 1 2 3 6 4 1 5 2 NA NA 3 NA NA NA 1 2 5 4 3
"5685" 2 1 4 7 6 5 3 1 2 7 6 3 4 5 5 1 2 3 4 NA NA NA NA NA 3 1 5 4 2
"5686" 1 2 3 6 7 4 5 1 2 6 7 5 3 4 2 1 5 3 4 NA NA NA NA NA 1 4 5 2 3
"5687" 3 5 7 2 6 1 4 1 2 5 7 6 4 3 NA 3 1 NA 2 NA NA 5 4 NA 2 4 5 3 1
"5688" 3 1 2 5 6 4 7 2 1 5 7 6 4 3 5 1 2 NA 3 NA NA 4 NA NA 5 3 1 2 4
"5689" 3 1 4 6 5 2 7 2 3 6 7 5 1 4 NA 2 1 NA 5 3 NA NA 4 NA 1 5 2 3 4
"5690" 3 1 6 4 5 2 7 1 5 2 7 6 4 3 NA 1 3 NA 2 4 NA NA NA 5 4 2 1 3 5
"5691" 5 1 6 3 7 2 4 1 2 5 7 6 4 3 NA 1 2 NA 3 5 NA NA NA 4 5 2 1 3 4
"5692" 2 1 4 3 6 5 7 2 1 4 7 6 5 3 5 1 2 NA 3 NA NA 4 NA NA 4 1 2 3 5
"5693" 2 1 6 4 5 3 7 2 1 6 7 3 4 5 5 1 2 NA 3 NA NA NA 4 NA 3 1 2 4 5
"5694" 4 2 5 3 6 1 7 4 1 6 2 7 3 5 4 1 3 NA 2 NA NA 5 NA NA 2 4 5 3 1
"5695" 1 3 4 7 5 2 6 1 2 4 7 5 3 6 1 2 3 5 4 NA NA NA NA NA 1 4 2 5 3
"5696" 1 4 2 6 5 3 7 2 1 5 6 4 3 7 1 5 2 3 4 NA NA NA NA NA 1 2 5 3 4
"5697" 1 3 4 6 5 2 7 2 1 3 4 5 7 6 1 2 3 5 4 NA NA NA NA NA 1 2 4 5 3
"5698" 1 3 4 6 5 2 7 2 1 6 3 4 5 7 1 2 3 4 5 NA NA NA NA NA 1 2 4 5 3
"5699" 1 2 3 6 5 4 7 2 3 1 6 4 5 7 1 5 2 NA 3 NA NA 4 NA NA 1 3 4 5 2
"5700" 2 3 4 6 5 1 7 1 2 4 6 5 3 7 2 1 3 NA 4 5 NA NA NA NA 1 4 3 5 2
"5701" 3 2 4 5 6 1 7 3 1 2 6 4 5 7 1 2 4 NA 5 3 NA NA NA NA 1 3 4 5 2
"5702" 1 5 6 2 3 4 7 1 4 3 5 6 7 2 1 2 3 NA NA 4 NA NA 5 NA 1 4 5 2 3
"5703" 1 7 6 2 3 4 5 2 1 3 4 7 6 5 5 3 2 NA NA NA NA 4 1 NA 2 3 5 1 4
"5704" 2 4 3 7 6 1 5 1 2 5 6 7 3 4 4 3 1 NA 5 NA 2 NA NA NA 1 2 4 3 5
"5705" 4 1 2 5 6 3 7 1 2 3 4 5 6 7 NA 1 NA 2 3 4 NA NA NA 5 2 1 4 3 5
"5706" 6 4 3 5 7 1 2 1 2 5 6 3 4 7 NA 1 5 2 4 3 NA NA NA NA 4 2 1 3 5
"5707" 1 5 7 3 4 2 6 3 1 4 5 7 2 6 1 NA 2 5 4 NA NA 3 NA NA 1 5 4 2 3
"5708" 5 3 6 7 4 1 2 2 1 3 5 7 4 6 1 2 3 NA 4 5 NA NA NA NA 2 3 5 1 4
"5709" 3 1 2 5 4 6 7 1 2 4 3 5 6 7 1 2 NA 3 4 NA NA 5 NA NA 2 3 4 5 1
"5710" 1 6 5 7 4 2 3 2 1 5 6 4 3 7 1 3 2 NA NA NA NA 4 5 NA 1 4 5 3 2
"5711" 1 2 3 4 5 6 7 6 1 2 7 3 4 5 1 2 3 NA 4 NA NA 5 NA NA 2 1 5 4 3
"5712" 4 2 3 5 6 1 7 1 2 3 6 7 4 5 5 4 1 NA NA NA NA 2 3 NA 2 4 5 3 1
"5713" 2 1 3 6 7 4 5 1 2 5 6 7 4 3 NA 2 1 NA 3 NA NA 4 NA 5 4 1 5 3 2
"5714" 1 7 5 6 3 4 2 3 1 2 4 5 6 7 3 1 NA 2 NA NA NA NA NA NA 2 1 5 4 3
"5715" 4 1 3 5 6 7 2 1 2 5 3 7 6 4 3 4 1 NA 2 NA NA 5 NA NA 2 5 4 3 1
"5716" 7 1 6 2 4 3 5 2 1 6 4 7 5 3 1 NA 2 NA NA NA NA 3 5 4 4 1 5 3 2
"5717" 1 2 6 4 5 7 3 1 2 4 7 6 3 5 NA 1 2 NA NA NA NA 3 4 5 3 1 2 4 5
"5718" 4 5 7 3 2 1 6 2 1 3 7 5 6 4 5 4 NA NA NA NA NA 2 1 3 3 4 5 1 2
"5719" 1 3 4 5 6 7 2 1 2 5 6 7 3 4 2 1 3 NA 4 NA NA 5 NA NA 3 4 5 2 1
"5720" 2 3 7 5 4 1 6 3 1 2 6 7 4 5 1 5 4 NA NA NA NA NA 2 3 1 4 5 3 2
"5721" 1 7 6 4 5 2 3 1 7 4 5 6 2 3 NA NA 4 1 2 5 NA NA NA 3 1 5 2 3 4
"5722" 2 3 7 6 5 1 4 1 3 2 6 4 5 7 2 NA 1 3 NA NA NA 4 NA 5 1 2 5 3 4
"5723" 1 6 7 5 4 2 3 6 5 2 3 4 7 1 1 NA 2 NA NA NA NA 5 3 4 2 4 5 3 1
"5724" 3 2 7 4 5 1 6 2 3 1 4 5 6 7 1 NA 3 2 4 5 NA NA NA NA 1 5 4 3 2
"5725" 7 1 2 6 5 3 4 2 3 6 5 4 1 7 NA 2 NA 1 5 NA 3 NA NA 4 5 4 1 2 3
"5726" 4 1 7 5 6 3 2 3 1 2 4 6 5 7 1 2 3 5 4 NA NA NA NA NA 1 4 5 2 3
"5727" 1 2 3 6 4 5 7 2 1 4 6 5 3 7 1 5 4 NA 2 NA NA 3 NA NA 3 2 4 1 5
"5728" 2 1 3 4 6 5 7 2 1 4 5 6 3 7 5 1 4 3 2 NA NA NA NA NA 3 4 5 2 1
"5729" 3 7 6 4 5 1 2 1 2 4 6 5 3 7 1 5 4 NA NA NA NA 2 NA 3 3 4 5 1 2
"5730" 4 1 3 2 7 6 5 2 1 4 6 5 3 7 1 4 3 2 5 NA NA NA NA NA 4 3 5 2 1
"5731" 4 1 2 3 5 6 7 2 1 4 5 7 3 6 NA 1 NA NA NA NA 2 3 4 5 4 3 5 2 1
"5732" 3 1 7 6 5 2 4 1 2 5 6 7 4 3 1 NA 5 4 2 NA NA NA NA 3 2 5 4 3 1
